ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Country_Name,State_Island_Province,City_Town,Date,Date2,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
1607,4.012194444,100.5448889,Indian,Central Indo-Pacific,Malaysia,Perak,Sembilan Island,3/22/2017,20170322,5.5,0,303.44,303.18,302.97,299.03,305.83,0.96,1,0.01,0.91,0,-3.605555556,2.65,12,4.53,19,6,0,3.13,21,2.24,-0.26,0.96,-4.4,2.38,-0.46,9,2.95,12,2,0,1.87,12.85,0.94
1610,4.022388889,100.5478889,Indian,Central Indo-Pacific,Malaysia,Perak,Sembilan Island,3/23/2017,20170323,6,0,303.44,303.18,302.97,299.03,305.83,0.96,1,0.01,0.91,0,-3.605555556,2.65,12,4.53,19,6,0,3.13,21,2.24,-0.26,0.96,-4.4,2.38,-0.46,9,2.95,12,2,0,1.87,12.85,0.94
1611,4.025833333,72.80572222,Indian,Western Indo-Pacific,Maldives,Ari Atoll,North Ari Atoll,7/19/2017,20170719,6,0,301.77,302.17,301.81,296.98,305.73,0.87,5,0.61,0.76,0,-4.037777778,3.14,1,4.77,23,4,0,2.35,13.93,1.3,-0.46,0.87,-5.65,3.09,-0.81,0,1.5,8,0,0,1.07,10,0.3
1612,4.025833333,72.80572222,Indian,Western Indo-Pacific,Maldives,Ari Atoll,North Ari Atoll,7/19/2017,20170719,12,0,301.77,302.17,301.81,296.98,305.73,0.87,5,0.61,0.76,0,-4.037777778,3.14,1,4.77,23,4,0,2.35,13.93,1.3,-0.46,0.87,-5.65,3.09,-0.81,0,1.5,8,0,0,1.07,10,0.3
1613,4.032111111,100.55,Indian,Central Indo-Pacific,Malaysia,Perak,Sembilan Island,3/23/2017,20170323,5.5,0,303.44,303.18,302.97,299.03,305.83,0.96,1,0.01,0.91,0,-3.605555556,2.65,12,4.53,19,6,0,3.13,21,2.24,-0.26,0.96,-4.4,2.38,-0.46,9,2.95,12,2,0,1.87,12.85,0.94
1614,4.0575,100.5396944,Indian,Central Indo-Pacific,Malaysia,Perak,Sembilan Island,3/21/2017,20170321,6.7,0,303.43,303.42,302.95,299.22,306.2,0.98,1,0.33,0.93,0,-3.448888889,3.1,14,4.19,19,6,2.82,2.97,18.47,2.32,-0.01,0.98,-4.21,2.76,-0.47,7,2.63,12,2,0,1.86,13.43,0.94
1615,4.057972222,72.95627778,Indian,Western Indo-Pacific,Maldives,Ari Atoll,North Ari Atoll,7/18/2017,20170718,6,0,301.7,302.47,301.83,298.48,305.17,0.88,5,0.89,0.75,0,-3.591111111,2.61,5,4.37,20,4,1.21,2.14,15.41,1.4,-0.24,0.88,-4.23,2.46,-0.87,0,1.48,8,0,0,1.11,12.45,0.3
1616,4.057972222,72.95627778,Indian,Western Indo-Pacific,Maldives,Ari Atoll,North Ari Atoll,7/18/2017,20170718,12,0.5,301.7,302.47,301.83,298.48,305.17,0.88,5,0.89,0.75,0,-3.591111111,2.61,5,4.37,20,4,1.21,2.14,15.41,1.4,-0.24,0.88,-4.23,2.46,-0.87,0,1.48,8,0,0,1.11,12.45,0.3
1619,4.112527778,118.2250556,Pacific,Central Indo-Pacific,Malaysia,Sabah,Gosong Darby,5/29/2017,20170529,11,0,302.27,302.89,302.13,298.07,305.13,0.96,1,0.13,0.83,0,-3.588888889,3.07,5,4.17,20,5,1.81,2.22,12.18,1.73,0.09,0.96,-4.73,2.32,-0.66,2,1.6,6,1,1.59,1.04,6.62,0.47
1620,4.118833333,73.46722222,Indian,Western Indo-Pacific,Maldives,Raa Atoll,Vaadhoo,7/28/2017,20170728,6,0,301.76,302.46,301.83,298.58,304.54,0.87,6,0.98,0.74,0,-3.106666667,2.87,5,4.19,21,3,2.03,2.11,12.6,1.27,-0.28,0.87,-4.15,1.79,-0.9,0,1.7,7,1,0,1.11,7.85,0.34
1621,4.139388889,118.2339722,Pacific,Central Indo-Pacific,Malaysia,Sabah,Gosong Darby,5/29/2017,20170529,11,0,302.31,302.45,302.09,298.58,305.08,0.96,1,-0.29,0.81,0,-3.613333333,2.82,7,4.12,20,4,0,2.12,13.63,1.54,-0.32,0.96,-4.19,2.3,-0.67,1,1.47,6,1,0,0.84,5.73,0.4
1622,4.140916667,118.1798611,Pacific,Central Indo-Pacific,Malaysia,Sabah,Gosong Darby,5/29/2017,20170529,6.5,0.25,302.35,302.63,302.12,298.07,305.6,0.95,1,-0.18,0.82,0,-3.608888889,3.07,6,3.72,16,5,0,1.95,8.38,1.56,-0.21,0.95,-4.76,2.75,-0.71,2,1.67,7,1,0,0.97,6.15,0.42
1623,4.183972222,118.8628889,Pacific,Central Indo-Pacific,Malaysia,Sabah,nd,6/01/2017,20170601,10,0,302,303.82,301.84,297.83,304.86,0.97,2,1.3,0.82,0,-3.426666667,2.66,10,3.75,15,5,1.48,2.32,14.25,1.71,1.22,0.97,-4.76,2.25,-0.75,3,1.32,5,1,1.09,0.89,5.44,0.39
1624,4.189888889,100.5483056,Indian,Central Indo-Pacific,Malaysia,Perak,Pangkor Laut Island,3/23/2017,20170323,4.8,0,303.53,303.96,303.03,299.14,306.23,0.93,1,0.66,0.89,0,-3.51125,2.82,7,4.91,24,6,2.75,3.12,21.28,2.01,0.42,0.93,-4.4,2.69,-0.5,1,2.85,15,2,0,1.69,11,0.71
1625,4.206333333,118.7848056,Pacific,Central Indo-Pacific,Malaysia,Sabah,nd,6/01/2017,20170601,10,0,302,303.64,301.85,297.83,305.48,0.97,1,1.14,0.82,0,-3.224444444,3.52,9,4.16,16,5,0,2.38,15.72,1.74,1.05,0.97,-4.75,2.88,-0.73,2,1.58,9,1,0,1.04,8.42,0.46
1626,4.21025,118.6799444,Pacific,Central Indo-Pacific,Malaysia,Sabah,Sipadan-Kapalai,5/14/2017,20170514,10,0,302.11,302.37,301.77,298.11,305.2,0.96,2,-0.14,0.8,0,-3.236666667,3.07,4,4.44,29,4,0,2.4,14.93,1.58,-0.14,0.96,-4.4,2.69,-0.73,2,1.63,8,1,0,0.95,6.88,0.42
1627,4.214166667,118.6755556,Pacific,Central Indo-Pacific,Malaysia,Sabah,Sipadan-Kapalai,5/15/2017,20170515,9,0,302.11,302.37,301.77,298.11,305.2,0.96,2,-0.14,0.8,0,-3.236666667,3.07,4,4.44,29,4,0,2.4,14.93,1.58,-0.14,0.96,-4.4,2.69,-0.73,2,1.63,8,1,0,0.95,6.88,0.42
1628,4.225277778,118.6880556,Pacific,Central Indo-Pacific,Malaysia,Sabah,Sipadan-Kapalai,5/14/2017,20170514,9,0,302.11,302.37,301.77,298.11,305.2,0.96,2,-0.14,0.8,0,-3.236666667,3.07,4,4.44,29,4,0,2.4,14.93,1.58,-0.14,0.96,-4.4,2.69,-0.73,2,1.63,8,1,0,0.95,6.88,0.42
1631,4.229472222,118.6800278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Sipadan-Kapalai,5/16/2017,20170516,10,0,302.11,302.37,301.77,298.11,305.2,0.96,2,-0.14,0.8,0,-3.236666667,3.07,4,4.44,29,4,0,2.4,14.93,1.58,-0.14,0.96,-4.4,2.69,-0.73,2,1.63,8,1,0,0.95,6.88,0.42
1638,4.236555556,118.5531667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mabul Island,3/06/2017,20170306,5,0,302.47,300.86,301.92,298.11,305.54,0.96,2,-0.6,0.8,0,-3.453333333,3.45,15,4.13,20,4,1.51,2.23,13.89,1.54,-1.74,0.96,-4.48,2.93,-0.67,9,1.78,9,1,0,1.1,6.94,0.54
1639,4.239388889,118.4335278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,3/06/2017,20170306,7,0.25,302.57,300.83,302.03,298.51,304.85,0.95,2,-0.73,0.8,0,-3.56,2.48,13,3.71,18,4,2.41,2.2,15.17,1.61,-1.91,0.95,-4.23,2.1,-0.7,3,1.36,5,1,0,0.89,6.9,0.39
1643,4.250444444,118.6272778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mabul Island,12/07/2015,20151207,9,0.5,300.8,302.36,301.8,298.6,304.64,0.94,3,0.93,0.79,0,-3.315555556,2.49,1,4.4,25,4,0,2.53,16.23,1.6,-0.12,0.94,-3.87,2.15,-0.67,0,1.74,8,1,0,1.07,8.3,0.44
1644,4.250444444,118.6272778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mabul Island,5/10/2016,20160510,8,0,302.23,303.14,301.8,298.6,304.64,0.94,2,0.67,0.79,0,-3.315555556,2.49,12,4.4,25,4,10.1,2.53,16.23,1.6,0.66,0.94,-3.87,2.15,-0.67,3,1.74,8,1,3.99,1.07,8.3,0.44
1645,4.255111111,118.5338056,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,3/06/2017,20170306,5,0,302.45,300.66,301.94,298.18,305.54,0.97,2,-0.78,0.81,0,-3.438888889,3.38,9,4.43,25,5,1.59,2.44,16.23,1.65,-1.95,0.97,-4.42,2.92,-0.66,4,1.77,8,1,0,1.17,7.59,0.62
1647,4.265638889,73.00255556,Indian,Western Indo-Pacific,Maldives,Ari Atoll,Alifu Alifu Atoll,7/17/2017,20170717,8,0,301.8,302.29,301.86,298.51,305.14,0.88,5,0.64,0.75,0,-3.48,3.02,8,4.42,21,4,2.07,2.16,12.72,1.32,-0.43,0.88,-4.21,2.41,-0.84,0,1.46,7,0,0,1.07,9.82,0.31
1648,4.265638889,73.00255556,Indian,Western Indo-Pacific,Maldives,Ari Atoll,Alifu Alifu Atoll,7/18/2017,20170718,6,0,301.8,302.29,301.86,298.51,305.14,0.88,5,0.64,0.75,0,-3.48,3.02,8,4.42,21,4,2.07,2.16,12.72,1.32,-0.43,0.88,-4.21,2.41,-0.84,0,1.46,7,0,0,1.07,9.82,0.31
1649,4.265638889,73.00255556,Indian,Western Indo-Pacific,Maldives,Ari Atoll,Alifu Alifu Atoll,7/18/2017,20170718,12,0,301.8,302.29,301.86,298.51,305.14,0.88,5,0.64,0.75,0,-3.48,3.02,8,4.42,21,4,2.07,2.16,12.72,1.32,-0.43,0.88,-4.21,2.41,-0.84,0,1.46,7,0,0,1.07,9.82,0.31
1650,4.268083333,73.48875,Indian,Western Indo-Pacific,Maldives,Male Atoll,Kaafu Atoll,7/23/2017,20170723,6,0,301.57,302.69,301.77,298.26,304.76,0.85,5,0.8,0.8,0,-3.203333333,2.57,3,4.77,20,4,1.72,2.68,17.78,1.6,0.5,0.85,-3.92,2.56,-0.4,1,3.43,15,2,1.72,2.18,17.29,0.88
1651,4.268083333,73.48875,Indian,Western Indo-Pacific,Maldives,Male Atoll,Kaafu Atoll,7/23/2017,20170723,12,0,301.57,302.69,301.77,298.26,304.76,0.85,5,0.8,0.8,0,-3.203333333,2.57,3,4.77,20,4,1.72,2.68,17.78,1.6,0.5,0.85,-3.92,2.56,-0.4,1,3.43,15,2,1.72,2.18,17.29,0.88
1652,4.273055556,113.8147222,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,5/20/2017,20170520,9,0,303.81,303.86,302.57,297.25,306.21,1.5,1,0.01,1,0,-4.152222222,3.06,15,5.18,30,7,4.74,3.26,16.33,2.71,-0.16,1.5,-6.76,2.19,-1.44,0,1.38,7,0,0,1.01,10.64,0.29
1653,4.276388889,113.8166667,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,8/26/2017,20170826,10,0,303.13,303.02,302.57,297.25,306.21,1.5,2,-0.2,1,0,-4.152222222,3.06,18,5.18,30,7,6.83,3.26,16.33,2.71,-1,1.5,-6.76,2.19,-1.44,0,1.38,7,0,0,1.01,10.64,0.29
1654,4.287111111,118.7253333,Pacific,Central Indo-Pacific,Malaysia,Sabah,nd,6/01/2017,20170601,9,0.25,301.87,301.35,301.8,297.91,306.07,0.97,1,-1.04,0.83,0,-3.243333333,3.6,6,4.94,27,5,0,2.88,15.4,1.95,-1.19,0.97,-4.63,3.52,-0.73,5,1.9,8,1,0,1.13,5.99,0.54
1655,4.287222222,113.8197222,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,8/26/2017,20170826,13,0,303.13,303.02,302.57,297.25,306.21,1.5,2,-0.2,1,0,-4.152222222,3.06,18,5.18,30,7,6.83,3.26,16.33,2.71,-1,1.5,-6.76,2.19,-1.44,0,1.38,7,0,0,1.01,10.64,0.29
1656,4.2925,113.8258333,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,6/10/2017,20170610,12,5.25,303.44,302.73,302.55,297.68,306.32,1.43,2,-1.22,0.98,0,-4.184444444,3.25,11,3.82,20,7,1.4,2.87,14.84,2.56,-1.22,1.43,-6.26,2.36,-1.39,0,1.5,7,1,0,1.14,11.61,0.38
1657,4.293888889,113.8261111,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,9/16/2017,20170916,12,3.25,302.8,303.73,302.55,297.68,306.32,1.43,2,0.66,0.98,0,-4.184444444,3.25,13,3.82,20,7,2.26,2.87,14.84,2.56,-0.22,1.43,-6.26,2.36,-1.39,0,1.5,7,1,0,1.14,11.61,0.38
1658,4.300416667,118.8406667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Danawan Island,6/02/2017,20170602,5,0,301.83,302.22,301.82,298.32,304.72,0.95,1,-0.18,0.8,0,-3.264444444,2.78,4,3.96,22,4,0,2.39,15.96,1.62,-0.36,0.95,-4.25,2.13,-0.75,0,1.72,10,1,0,0.98,7.99,0.43
1659,4.313333333,118.8763889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Si Amil Island,5/30/2017,20170530,10,0,301.85,302.35,301.77,298.3,304.69,0.94,2,-0.04,0.8,0,-3.243333333,2.91,8,4.16,24,4,0,2.37,16.56,1.57,-0.13,0.94,-4.17,2.21,-0.7,0,1.7,9,1,0,1.06,10,0.43
1660,4.313333333,118.8763889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Si Amil Island,6/02/2017,20170602,9,0,301.81,303.36,301.77,298.3,304.69,0.94,1,1.04,0.8,0,-3.243333333,2.91,8,4.16,24,4,0,2.37,16.56,1.57,0.88,0.94,-4.17,2.21,-0.7,0,1.7,9,1,0,1.06,10,0.43
1663,4.316083333,118.8751389,Pacific,Central Indo-Pacific,Malaysia,Sabah,Si Amil Island,6/02/2017,20170602,10,0,301.81,303.36,301.77,298.3,304.69,0.94,1,1.04,0.8,0,-3.243333333,2.91,8,4.16,24,4,0,2.37,16.56,1.57,0.88,0.94,-4.17,2.21,-0.7,0,1.7,9,1,0,1.06,10,0.43
1667,4.343333333,113.8975,Pacific,Central Indo-Pacific,Malaysia,Sarawak,Miri,10/06/2017,20171006,6,8.5,302.46,303.95,302.6,297.39,306.39,1.51,3,0.77,1.03,0,-4.385555556,3.77,17,5.35,29,8,6.6,3.66,23.18,2.92,-0.1,1.51,-6.65,2.33,-1.44,0,1.89,6,1,0,1.23,9.42,0.43
1671,4.444722222,118.7551389,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/07/2017,20170607,7.5,0,301.84,301.57,301.84,298.67,304.97,1.01,1,-0.72,0.88,0,-3.011111111,3.39,11,4.94,29,6,0,2.85,16.71,2.24,-0.97,1.01,-3.86,2.42,-0.69,5,1.92,8,2,0,1.42,7.94,0.72
1672,4.445861111,118.7677778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/08/2017,20170608,7.5,0,301.84,301.57,301.84,298.67,304.97,1.01,1,-0.72,0.88,0,-3.011111111,3.39,11,4.94,29,6,0,2.85,16.71,2.24,-0.97,1.01,-3.86,2.42,-0.69,5,1.92,8,2,0,1.42,7.94,0.72
1675,4.467888889,118.5911667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/09/2017,20170609,9.4,0.5,262.15,302.58,302.155,298.35,306.11,1.105,1,-0.035,0.975,0,-3.03,3.535,8,5.215,25.5,7,3.685,3.435,23.37,2.65,-0.34,1.105,-4.56,3.185,-0.755,3,2.125,9,2,2.985,1.795,14.42,0.86
1676,4.473416667,118.9460278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Pulau Bohayen,6/05/2017,20170605,10,0,301.84,301.81,301.76,298.77,304.54,0.98,1,-0.61,0.81,0,-2.891111111,2.74,11,4.58,26,5,1,2.63,21.04,1.72,-0.78,0.98,-3.81,1.94,-0.82,2,1.55,10,1,0,0.97,10.07,0.38
1677,4.504194444,118.9417222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Pulau Bohayen,7/16/2017,20170716,6,0,301.91,303.02,301.77,298.51,304.7,0.97,2,1.13,0.8,0,-2.851111111,2.76,8,4.52,27,5,2.38,2.64,21.33,1.68,0.43,0.97,-4.07,2.1,-0.81,1,1.51,8,1,1.09,0.94,9.27,0.39
1680,4.514194444,118.7263333,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/07/2017,20170607,7,0.25,301.86,301,301.91,298.59,305.27,1.03,1,-1.41,0.89,0,-3.36625,3.15,8,5.13,26,6,2.53,3.05,20.8,2.19,-1.72,1.03,-4.13,2.54,-0.79,4,2.1,9,2,2.51,1.42,11.6,0.68
1683,4.521055556,118.8047778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/06/2017,20170606,7,0,301.8,302.04,301.79,298.67,305.4,0.98,1,-0.34,0.81,0,-3.14,3.95,8,4.39,25,5,0,2.47,15.13,1.77,-0.53,0.98,-3.89,2.82,-0.77,0,1.76,8,1,0,1.15,8.37,0.49
1692,4.545361111,118.8257778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/07/2017,20170607,10,0,301.79,301.99,301.78,297.73,304.7,1,2,-0.37,0.82,0,-3.1,2.91,13,5.18,26,5,1.2,2.96,21.36,1.93,-0.64,1,-4.9,2.06,-0.84,3,1.83,9,1,1.03,1.1,10.19,0.42
1693,4.549333333,118.9291667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/05/2017,20170605,10,0,301.86,302.25,301.76,297.73,304.67,0.97,1,-0.15,0.79,0,-2.81,2.8,7,3.71,18,4,1.12,2.22,18.7,1.51,-0.29,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42
1694,4.555972222,118.9271111,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,7/16/2017,20170716,6,0,301.94,302.55,301.76,297.73,304.67,0.97,2,0.65,0.79,0,-2.81,2.8,8,3.71,18,4,2.4,2.22,18.7,1.51,0.01,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42
1695,4.558583333,118.615,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,5/30/2017,20170530,8,0,302.16,302.39,302.12,298.47,305.41,1.09,1,-0.38,0.95,0,-3.38,2.92,10,5.29,22,7,3.84,3.1,21.77,2.59,-0.51,1.09,-4.42,2.5,-0.77,6,2.08,10,2,3.59,1.62,13.14,0.83
1696,4.558694444,118.5545278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/08/2017,20170608,7,0,302.24,303.57,302.2,298.87,305.92,1.18,1,0.89,1.06,0,-3.325,3.32,7,5.94,25,9,3.46,3.76,22.19,3.41,0.65,1.18,-4.04,3,-0.71,4,2.72,10,3,2.14,2.32,12.68,1.29
1703,4.570194444,118.9569167,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,7/17/2017,20170717,6,0,301.88,302.49,301.74,298.47,305.2,0.96,2,0.64,0.78,0,-2.718888889,3.18,3,3.92,21,4,0,2.41,20.64,1.47,-0.08,0.96,-4.09,2.62,-0.82,0,1.57,7,1,0,1.04,9.47,0.4
1708,4.579166667,118.9202778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/06/2017,20170606,10,0,301.86,302.25,301.76,297.73,304.67,0.97,1,-0.15,0.79,0,-2.81,2.8,7,3.71,18,4,1.12,2.22,18.7,1.51,-0.29,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42
1709,4.579305556,118.94025,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/05/2017,20170605,10,0,301.86,302.25,301.76,297.73,304.67,0.97,1,-0.15,0.79,0,-2.81,2.8,7,3.71,18,4,1.12,2.22,18.7,1.51,-0.29,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42
1710,4.581777778,118.91325,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,7/17/2017,20170717,6,0,301.94,302.55,301.76,297.73,304.67,0.97,2,0.65,0.79,0,-2.81,2.8,8,3.71,18,4,2.4,2.22,18.7,1.51,0.01,0.97,-4.8,2.12,-0.77,3,1.49,7,1,1.07,0.98,8.76,0.42
1711,4.584944444,118.9408889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,7/16/2017,20170716,6,0,301.88,302.75,301.75,297.73,304.98,1,2,0.9,0.81,0,-2.824444444,2.96,8,4.3,22,4,0,2.36,17.15,1.64,0.13,1,-4.88,2.35,-0.86,1,1.43,7,1,0,0.84,6.71,0.36
1712,4.592138889,118.8613056,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/06/2017,20170606,8,0,301.86,302.18,301.77,297.73,304.98,1,1,-0.29,0.81,0,-2.947777778,2.94,7,4.16,22,4,0,2.48,19.33,1.63,-0.46,1,-4.9,2.33,-0.86,2,1.2,6,0,0,0.79,7.55,0.28
1714,4.633222222,118.5893333,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/08/2017,20170608,7,2.75,302.19,302.55,302.25,299.26,306.08,1.07,1,-0.2,0.94,0,-3.425,3.54,7,5.18,23,7,1.06,2.96,21.89,2.51,-0.51,1.07,-3.79,3.01,-0.8,0,1.81,10,2,0,1.61,10.26,0.75
1723,4.742666667,118.5136944,Pacific,Central Indo-Pacific,Malaysia,Sabah,Semporna,6/09/2017,20170609,11.1,0,302.41,301.89,302.46,298.87,305.71,1.13,1,-1.23,0.93,0,-3.237777778,3.32,0,4.87,21,6,0,2.75,17.25,2.31,-1.56,1.13,-4.57,2.25,-0.98,0,1.7,8,1,0,1.13,6.65,0.5
1738,4.800361111,103.6742778,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,5/05/2017,20170505,5,0,302.47,303.41,301.78,296.85,305.52,1.31,1,0.21,0.93,0,-3.724444444,3,16,6.25,32,6,3.08,3.52,19.54,2.35,0.21,1.31,-6.34,2.31,-1.41,2,2.07,10,1,1.22,1.4,13.65,0.38
1745,4.806055556,103.6744722,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,5/06/2017,20170506,5,15,302.47,303.41,301.78,296.85,305.52,1.31,1,0.21,0.93,0,-3.724444444,3,16,6.25,32,6,3.08,3.52,19.54,2.35,0.21,1.31,-6.34,2.31,-1.41,2,2.07,10,1,1.22,1.4,13.65,0.38
1746,4.809111111,103.6778056,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,6/05/2017,20170605,3.5,15,301.9,303.07,301.78,296.85,305.52,1.31,2,0.14,0.93,0,-3.724444444,3,15,6.25,32,6,3.08,3.52,19.54,2.35,-0.13,1.31,-6.34,2.31,-1.41,1,2.07,10,1,1.22,1.4,13.65,0.38
1749,4.812805556,103.6759444,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,6/05/2017,20170605,6,0,301.9,303.07,301.78,296.85,305.52,1.31,2,0.14,0.93,0,-3.724444444,3,15,6.25,32,6,3.08,3.52,19.54,2.35,-0.13,1.31,-6.34,2.31,-1.41,1,2.07,10,1,1.22,1.4,13.65,0.38
1752,4.815527778,103.6803889,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,5/05/2017,20170505,5,0,302.47,303.41,301.78,296.85,305.52,1.31,1,0.21,0.93,0,-3.724444444,3,16,6.25,32,6,3.08,3.52,19.54,2.35,0.21,1.31,-6.34,2.31,-1.41,2,2.07,10,1,1.22,1.4,13.65,0.38
1753,4.817277778,103.67925,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Dungun,5/05/2017,20170505,12,0,302.47,303.41,301.78,296.85,305.52,1.31,1,0.21,0.93,0,-3.724444444,3,16,6.25,32,6,3.08,3.52,19.54,2.35,0.21,1.31,-6.34,2.31,-1.41,2,2.07,10,1,1.22,1.4,13.65,0.38
1754,4.907388889,118.24325,Pacific,Central Indo-Pacific,Malaysia,Sabah,Kunak,8/09/2017,20170809,8.5,0,302.67,299.51,302.35,298.63,306.08,1.18,1,-2.83,0.9,0,-3.201111111,3.38,0,5.34,33,6,0,3.03,22.5,2.25,-4,1.18,-4.88,2.55,-1.16,0,1.65,8,1,0,1.23,7.86,0.46
1755,4.9085,118.1773889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Kunak,7/09/2017,20170709,8,0,302.52,300.59,302.49,298.57,306.57,1.3,1,-2.22,1.06,0,-3.266666667,4.15,0,6.87,35,8,0,5.22,44.48,3.21,-3.08,1.3,-5.09,2.89,-1.17,0,3.18,18,2,0,2.29,15.47,0.88
1756,4.912333333,118.2542778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Kunak,8/09/2017,20170809,6,0,302.67,299.51,302.35,298.63,306.08,1.18,1,-2.83,0.9,0,-3.201111111,3.38,0,5.34,33,6,0,3.03,22.5,2.25,-4,1.18,-4.88,2.55,-1.16,0,1.65,8,1,0,1.23,7.86,0.46
1757,4.920777778,118.2012778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Pulau Saranga,7/09/2017,20170709,8,0,302.44,300.25,302.4,298.63,306.57,1.21,1,-2.54,0.95,0,-3.026,3.46,0,6.21,31,7,0,4.03,29.96,2.54,-3.32,1.21,-4.94,3,-1.16,0,2.52,11,1,0,1.79,14.85,0.6
1760,4.923527778,118.2560556,Pacific,Central Indo-Pacific,Malaysia,Sabah,Kunak,9/09/2017,20170909,8,0,302.66,302.12,302.33,298.63,306.11,1.19,1,-0.4,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-1.36,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
1761,4.923972222,118.2667222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Pulau Kalung Kalungan,9/09/2017,20170909,11,0,302.66,302.12,302.33,298.63,306.11,1.19,1,-0.4,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-1.36,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
1768,4.930194444,118.2285278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Kunak,7/09/2017,20170709,6,0,302.44,300.25,302.4,298.63,306.57,1.21,1,-2.54,0.95,0,-3.026,3.46,0,6.21,31,7,0,4.03,29.96,2.54,-3.32,1.21,-4.94,3,-1.16,0,2.52,11,1,0,1.79,14.85,0.6
1771,4.937916667,118.2743889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,6/09/2017,20170609,10,0,302.45,301.77,302.33,298.63,306.11,1.19,1,-1.47,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-1.71,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
