ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Country_Name,State_Island_Province,City_Town,Date,Date2,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
1776,4.941555556,118.2824167,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,6/09/2017,20170609,10,0,302.4,302.19,302.3,298.63,305.92,1.21,1,-1.03,0.95,0,-3.312857143,3.26,0,5.68,33,7,0,3.21,19.12,2.6,-1.26,1.21,-4.81,2.47,-1.14,0,1.58,8,1,0,1.16,8.35,0.48
1777,4.942472222,118.2939444,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,6/09/2017,20170609,6.5,0,302.4,302.19,302.3,298.63,305.92,1.21,1,-1.03,0.95,0,-3.312857143,3.26,0,5.68,33,7,0,3.21,19.12,2.6,-1.26,1.21,-4.81,2.47,-1.14,0,1.58,8,1,0,1.16,8.35,0.48
1782,4.948694444,118.2512778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,9/09/2017,20170909,7,0,302.66,302.12,302.33,298.63,306.11,1.19,1,-0.4,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-1.36,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
1783,4.948777778,118.2578333,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,8/09/2017,20170809,8,0,302.68,299.95,302.33,298.63,306.11,1.19,1,-2.42,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-3.53,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
1786,4.950861111,118.2578889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,5/09/2017,20170509,8,0,303.02,302.36,302.33,298.63,306.11,1.19,2,-1.07,0.93,0,-3.205,3.4,0,5.67,29,7,0,3.35,21.45,2.61,-1.12,1.19,-4.84,2.62,-1.14,0,2.13,9,1,0,1.51,10.55,0.58
1787,4.963027778,118.25275,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,5/09/2017,20170509,8,0,262.15,302.6233333,302.3433333,298.63,306.2,1.203333333,2,-0.83,0.943333333,0,-3.226666667,3.373333333,0,5.853333333,31,7,0,3.53,23.51,2.583333333,-0.8766666,67    1.203333333,-4.863333333,2.696666667,-1.146666667,0,2.076666667,9.333333333,1,0,1.486666667,11.25,0.553333333
1788,4.967111111,118.2640278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Lahad Datu,5/09/2017,20170509,8,0,262.15,302.6233333,302.3433333,298.63,306.2,1.203333333,2,-0.83,0.943333333,0,-3.226666667,3.373333333,0,5.853333333,31,7,0,3.53,23.51,2.583333333,-0.8766666,67    1.203333333,-4.863333333,2.696666667,-1.146666667,0,2.076666667,9.333333333,1,0,1.486666667,11.25,0.553333333
1790,5.208833333,103.2695,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Marang,7/29/2017,20170729,7.9,0,302.36,300.63,302.11,298,306.34,1.25,2,-1.56,0.96,0,-3.715555556,3.25,11,6,28,7,0,3.38,17.26,2.49,-2.75,1.25,-5.38,2.96,-1.26,0,1.58,7,1,0,1,7.65,0.33
1791,5.224472222,103.2609722,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Marang,7/29/2017,20170729,4.9,0,302.36,300.63,302.11,298,306.34,1.25,2,-1.56,0.96,0,-3.715555556,3.25,11,6,28,7,0,3.38,17.26,2.49,-2.75,1.25,-5.38,2.96,-1.26,0,1.58,7,1,0,1,7.65,0.33
1792,5.22975,103.2679722,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Marang,7/29/2017,20170729,8.2,0,302.36,300.63,302.11,298,306.34,1.25,2,-1.56,0.96,0,-3.715555556,3.25,11,6,28,7,0,3.38,17.26,2.49,-2.75,1.25,-5.38,2.96,-1.26,0,1.58,7,1,0,1,7.65,0.33
1793,5.235166667,103.2613333,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Marang,7/28/2017,20170728,5.5,0,302.36,300.63,302.11,298,306.34,1.25,2,-1.56,0.96,0,-3.715555556,3.25,11,6,28,7,0,3.38,17.26,2.49,-2.75,1.25,-5.38,2.96,-1.26,0,1.58,7,1,0,1,7.65,0.33
1794,5.235833333,103.263,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Marang,7/28/2017,20170728,8.5,0,302.36,300.63,302.11,298,306.34,1.25,2,-1.56,0.96,0,-3.715555556,3.25,11,6,28,7,0,3.38,17.26,2.49,-2.75,1.25,-5.38,2.96,-1.26,0,1.58,7,1,0,1,7.65,0.33
1841,5.598888889,103.0641944,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,8.5,0,302.95,303,302.24,297.98,306.8,1.31,2,-0.57,0.93,0,-3.414444444,3.24,7,6.08,28,6,2.35,3.46,26.41,2.25,-0.57,1.31,-5.58,3.23,-1.32,0,1.77,11,1,0,1,8.3,0.32
1842,5.610111111,103.063,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,8,0,302.95,303,302.24,297.98,306.8,1.31,2,-0.57,0.93,0,-3.414444444,3.24,7,6.08,28,6,2.35,3.46,26.41,2.25,-0.57,1.31,-5.58,3.23,-1.32,0,1.77,11,1,0,1,8.3,0.32
1844,5.615194444,103.0572222,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,6,0,302.95,303,302.24,297.98,306.8,1.31,2,-0.57,0.93,0,-3.414444444,3.24,7,6.08,28,6,2.35,3.46,26.41,2.25,-0.57,1.31,-5.58,3.23,-1.32,0,1.77,11,1,0,1,8.3,0.32
1845,5.625555556,103.1595,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,10,0,302.92,302.76,302.13,297.7,306.05,1.39,2,-0.79,0.95,0,-3.65,3.02,13,6.42,32,6,2.38,3.71,24.09,2.48,-0.8,1.39,-5.85,2.49,-1.42,1,1.68,9,1,0,1.06,10.36,0.35
1846,5.643583333,103.1510556,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,10,0,302.98,302.6,302.18,297.54,305.97,1.35,2,-0.93,0.93,0,-3.622222222,2.92,11,5.76,27,6,1.14,3.69,31.08,2.4,-0.94,1.35,-6,2.42,-1.35,1,2.51,14,1,0,1.39,12.96,0.48
1848,5.666111111,103.0712778,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Terengganu,5/21/2017,20170521,6.5,0,303.04,302.6,302.19,297.7,305.79,1.35,2,-0.95,0.91,0,-3.548888889,3.52,12,5.85,28,6,2.73,3.4,24.4,2.3,-0.95,1.35,-5.84,2.24,-1.35,2,2.03,8,1,0,1.17,9.05,0.41
1856,5.732777778,102.9975,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/16/2017,20170516,6.5,0,303.22,303.57,302.22,297.7,306.01,1.34,1,0,0.89,0,-3.44375,3.48,14,6.2,30,6,2.74,3.25,20.55,2.21,-0.04,1.34,-5.9,2.39,-1.38,2,1.74,8,1,1.11,1.15,8.53,0.38
1859,5.740194444,102.9995556,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/15/2017,20170515,4,0,303.22,303.57,302.22,297.7,306.01,1.34,1,0,0.89,0,-3.44375,3.48,14,6.2,30,6,2.74,3.25,20.55,2.21,-0.04,1.34,-5.9,2.39,-1.38,2,1.74,8,1,1.11,1.15,8.53,0.38
1860,5.746916667,102.9998333,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/15/2017,20170515,4.5,0,303.22,303.57,302.22,297.7,306.01,1.34,1,0,0.89,0,-3.44375,3.48,14,6.2,30,6,2.74,3.25,20.55,2.21,-0.04,1.34,-5.9,2.39,-1.38,2,1.74,8,1,1.11,1.15,8.53,0.38
1861,5.753888889,103.0289167,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/13/2017,20170513,6,0,262.15,303.295,302.25625,297.7675,305.8875,1.36875,1,-0.34,0.9125,0,-3.4075,3.5975,9.75,6.22375,31,6.25,2.57375,3.3475,20.425,2.32125,-0.36875,1.36875,-5.89,2.21625,-1.39875,1.875,1.95625,9.5,1,0.73625,1.2325,9.90875,0.41875
1866,5.758638889,103.0293889,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/15/2017,20170515,8,0,262.15,303.295,302.25625,297.7675,305.8875,1.36875,1,-0.34,0.9125,0,-3.4075,3.5975,9.75,6.22375,31,6.25,2.57375,3.3475,20.425,2.32125,-0.36875,1.36875,-5.89,2.21625,-1.39875,1.875,1.95625,9.5,1,0.73625,1.2325,9.90875,0.41875
1867,5.761,103.0263889,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/14/2017,20170514,6,0,262.15,303.295,302.25625,297.7675,305.8875,1.36875,1,-0.34,0.9125,0,-3.4075,3.5975,9.75,6.22375,31,6.25,2.57375,3.3475,20.425,2.32125,-0.36875,1.36875,-5.89,2.21625,-1.39875,1.875,1.95625,9.5,1,0.73625,1.2325,9.90875,0.41875
1868,5.768611111,103.0355556,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/13/2017,20170513,8,0,303.22,303.13,302.22,297.63,305.7,1.4,1,-0.51,0.94,0,-3.57125,4.27,15,6.05,31,7,2.89,3.42,22.11,2.48,-0.53,1.4,-6.02,2.03,-1.43,5,1.98,8,1,1.15,1.26,9.64,0.41
1870,5.773277778,103.0592222,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/13/2017,20170513,6,0,303.22,303.13,302.22,297.63,305.7,1.4,1,-0.51,0.94,0,-3.57125,4.27,15,6.05,31,7,2.89,3.42,22.11,2.48,-0.53,1.4,-6.02,2.03,-1.43,5,1.98,8,1,1.15,1.26,9.64,0.41
1875,5.779611111,103.0426111,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/14/2017,20170514,10,0,303.22,303.13,302.22,297.63,305.7,1.4,1,-0.51,0.94,0,-3.57125,4.27,15,6.05,31,7,2.89,3.42,22.11,2.48,-0.53,1.4,-6.02,2.03,-1.43,5,1.98,8,1,1.15,1.26,9.64,0.41
1876,5.788361111,102.9926111,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/15/2017,20170515,5.3,0,262.15,303.295,302.25625,297.7675,305.8875,1.36875,1,-0.34,0.9125,0,-3.4075,3.5975,9.75,6.22375,31,6.25,2.57375,3.3475,20.425,2.32125,-0.36875,1.36875,-5.89,2.21625,-1.39875,1.875,1.95625,9.5,1,0.73625,1.2325,9.90875,0.41875
1879,5.7995,103.0169444,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus,5/14/2017,20170514,9.3,0,303.35,303.2,302.27,297.48,305.91,1.41,1,-0.5,0.93,0,-3.43125,3.01,8,6.29,31,6,2.7,3.46,21.55,2.44,-0.53,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43
1882,5.814444444,103.0072222,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Kuala Nerus District,5/14/2017,20170514,10.7,0,303.35,303.2,302.27,297.48,305.91,1.41,1,-0.5,0.93,0,-3.43125,3.01,8,6.29,31,6,2.7,3.46,21.55,2.44,-0.53,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43
1894,5.884055556,102.7470278,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/21/2017,20170421,7,0,303.61,304.08,302.4,298.01,305.6,1.34,1,0.69,0.92,0,-4.071111111,3.83,3,6.44,39,7,0,3.54,22.04,2.36,0.39,1.34,-5.67,1.9,-1.28,1,2.19,10,1,0,1.29,9.9,0.5
1895,5.886027778,102.7702778,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/22/2017,20170422,9,0,303.61,304.08,302.4,298.01,305.6,1.34,1,0.69,0.92,0,-4.071111111,3.83,3,6.44,39,7,0,3.54,22.04,2.36,0.39,1.34,-5.67,1.9,-1.28,1,2.19,10,1,0,1.29,9.9,0.5
1898,5.910611111,102.7098056,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/22/2017,20170422,8,0,303.62,304.13,302.43,297.66,305.79,1.34,1,0.7,0.93,0,-4.008888889,3.6,6,6.54,39,7,1.11,3.52,18.44,2.41,0.4,1.34,-6.06,2.05,-1.29,0,2.03,9,1,0,1.2,9.8,0.4
1899,5.912027778,102.7448889,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/22/2017,20170422,10.5,0,303.61,304.08,302.4,298.01,305.6,1.34,1,0.69,0.92,0,-4.071111111,3.83,3,6.44,39,7,0,3.54,22.04,2.36,0.39,1.34,-5.67,1.9,-1.28,1,2.19,10,1,0,1.29,9.9,0.5
1900,5.914444444,102.7540556,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/18/2017,20170418,6,0,303.66,302.89,302.4,298.01,305.6,1.34,2,-0.32,0.92,0,-4.071111111,3.83,3,6.44,39,7,0,3.54,22.04,2.36,-0.8,1.34,-5.67,1.9,-1.28,1,2.19,10,1,0,1.29,9.9,0.5
1901,5.921305556,102.72475,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/21/2017,20170421,6,0,303.69,304.75,302.42,297.66,306.3,1.36,1,1.31,0.93,0,-3.845555556,3.72,2,6.26,30,6,1,3.65,23.89,2.35,0.98,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39
1902,5.923555556,102.7583056,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/18/2017,20170418,6.7,0,303.71,302.64,302.39,298.17,306.25,1.37,2,-0.55,0.93,0,-3.851111111,3.81,4,6.14,36,6,2.4,3.77,24.4,2.39,-1.1,1.37,-5.56,2.5,-1.34,1,2.2,12,1,0,1.36,9.67,0.51
1903,5.931583333,102.7231667,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/21/2017,20170421,6,0,303.69,304.75,302.42,297.66,306.3,1.36,1,1.31,0.93,0,-3.845555556,3.72,2,6.26,30,6,1,3.65,23.89,2.35,0.98,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39
1904,5.939083333,102.7220278,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Perhentian Islands,4/18/2017,20170418,8,0,303.74,302.79,302.42,297.66,306.3,1.36,2,-0.46,0.93,0,-3.845555556,3.72,2,6.26,30,6,1,3.65,23.89,2.35,-0.98,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39
1907,5.962166667,102.6808333,Pacific,Central Indo-Pacific,Malaysia,Terengganu,Pulau Rawa,4/18/2017,20170418,5,0,303.72,303.2,302.43,297.64,306.23,1.39,2,-0.02,0.94,0,-3.67,3.03,2,5.73,29,6,1.07,3.39,25.68,2.33,-0.53,1.39,-6.09,2.49,-1.3,0,2.34,11,1,0,1.44,11.39,0.53
1912,6.060638889,100.0411944,Indian,Central Indo-Pacific,Malaysia,Kedah,Pulau Payar,8/08/2017,20170808,4.4,0,303.22,303.12,303.08,298.72,306.89,1.25,1,-0.23,0.96,0,-3.587777778,3.2,2,5.44,31,7,1.2,3.58,21.42,2.54,-1.19,1.25,-5.58,2.57,-1.22,1,2.49,12,1,1.1,1.84,19.31,0.61
1913,6.061694444,100.0388056,Indian,Central Indo-Pacific,Malaysia,Kedah,Pulau Payar,8/08/2017,20170808,6.4,0,303.22,303.12,303.08,298.72,306.89,1.25,1,-0.23,0.96,0,-3.587777778,3.2,2,5.44,31,7,1.2,3.58,21.42,2.54,-1.19,1.25,-5.58,2.57,-1.22,1,2.49,12,1,1.1,1.84,19.31,0.61
1914,6.065861111,100.0434444,Indian,Central Indo-Pacific,Malaysia,Kedah,Pulau Payar,8/08/2017,20170808,3.6,0.5,303.22,303.12,303.08,298.72,306.89,1.25,1,-0.23,0.96,0,-3.587777778,3.2,2,5.44,31,7,1.2,3.58,21.42,2.54,-1.19,1.25,-5.58,2.57,-1.22,1,2.49,12,1,1.1,1.84,19.31,0.61
1915,6.071555556,100.0511111,Indian,Central Indo-Pacific,Malaysia,Kedah,Pulau Payar,8/08/2017,20170808,4.2,0,303.22,303.12,303.08,298.72,306.89,1.25,1,-0.23,0.96,0,-3.587777778,3.2,2,5.44,31,7,1.2,3.58,21.42,2.54,-1.19,1.25,-5.58,2.57,-1.22,1,2.49,12,1,1.1,1.84,19.31,0.61
1916,6.073138889,100.0573889,Indian,Central Indo-Pacific,Malaysia,Kedah,Pulau Payar,8/08/2017,20170808,4,0,303.22,303.12,303.08,298.72,306.89,1.25,1,-0.23,0.96,0,-3.587777778,3.2,2,5.44,31,7,1.2,3.58,21.42,2.54,-1.19,1.25,-5.58,2.57,-1.22,1,2.49,12,1,1.1,1.84,19.31,0.61
1918,6.479083333,117.8908056,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,7/17/2017,20170717,16,2,303.08,304.28,302.3,296.76,305.52,1.24,3,1.3,0.86,0,-3.868888889,2.73,9,4.51,19,6,0,2.46,13.22,1.95,1.11,1.24,-6.4,2.34,-0.86,4,2.04,9,2,0,1.3,7.18,0.65
1919,6.483305556,117.8932222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,9/07/2017,20170907,15,24.25,302.69,304.18,302.3,296.76,305.52,1.24,2,1.07,0.86,0,-3.868888889,2.73,9,4.51,19,6,4.47,2.46,13.22,1.95,1.01,1.24,-6.4,2.34,-0.86,4,2.04,9,2,2.98,1.3,7.18,0.65
1920,6.486361111,117.9111667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/30/2017,20170830,12.5,1.75,302.82,303.97,302.27,297.85,305.83,1.25,3,0.83,0.87,0,-3.935555556,2.85,13,4.41,18,6,3.43,2.72,16.3,2.04,0.82,1.25,-5.29,2.67,-0.87,7,2.31,10,2,3.1,1.55,11,0.78
1922,6.49825,117.9272222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,7/19/2017,20170719,12,3,303.15,304.85,302.27,297.85,305.83,1.25,3,1.86,0.87,0,-3.935555556,2.85,12,4.41,18,6,1.56,2.72,16.3,2.04,1.7,1.25,-5.29,2.67,-0.87,6,2.31,10,2,1.4,1.55,11,0.78
1923,6.498333333,117.9113611,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/29/2017,20170829,5.3,6.5,302.94,303.11,302.27,297.85,305.83,1.25,3,0,0.87,0,-3.935555556,2.85,13,4.41,18,6,3.43,2.72,16.3,2.04,-0.04,1.25,-5.29,2.67,-0.87,7,2.31,10,2,3.1,1.55,11,0.78
1924,6.500555556,117.9202778,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,9/23/2017,20170923,7,9.25,302.3,303.92,302.22,297.48,305.81,1.23,1,0.86,0.86,0,-3.883333333,2.91,10,4.17,16,5,6.29,2.51,14.52,1.84,0.85,1.23,-5.58,2.74,-0.83,4,2.33,11,2,4.85,1.54,9.52,0.81
1926,6.506527778,117.9275278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,7/27/2017,20170727,13,7,303.07,304.23,302.22,297.48,305.81,1.23,3,1.29,0.86,0,-3.883333333,2.91,12,4.17,16,5,4.99,2.51,14.52,1.84,1.16,1.23,-5.58,2.74,-0.83,6,2.33,11,2,3.7,1.54,9.52,0.81
1927,6.513444444,117.9056111,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/11/2017,20170811,13.7,7.5,303.03,303.15,302.22,297.48,305.81,1.23,2,0.18,0.86,0,-3.883333333,2.91,13,4.17,16,5,6.29,2.51,14.52,1.84,0.08,1.23,-5.58,2.74,-0.83,7,2.33,11,2,4.85,1.54,9.52,0.81
1929,6.513888889,117.9243056,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/28/2017,20170828,5.3,11.75,302.9,303.04,302.22,297.48,305.81,1.23,3,0.01,0.86,0,-3.883333333,2.91,11,4.17,16,5,6.29,2.51,14.52,1.84,-0.03,1.23,-5.58,2.74,-0.83,5,2.33,11,2,4.85,1.54,9.52,0.81
1930,6.520388889,117.9295833,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/26/2017,20170826,14.3,13.25,302.9,303.04,302.22,297.48,305.81,1.23,3,0.01,0.86,0,-3.883333333,2.91,11,4.17,16,5,6.29,2.51,14.52,1.84,-0.03,1.23,-5.58,2.74,-0.83,5,2.33,11,2,4.85,1.54,9.52,0.81
1931,6.520972222,117.9157222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/14/2017,20170814,5.8,0.75,303.03,303.15,302.22,297.48,305.81,1.23,2,0.18,0.86,0,-3.883333333,2.91,13,4.17,16,5,6.29,2.51,14.52,1.84,0.08,1.23,-5.58,2.74,-0.83,7,2.33,11,2,4.85,1.54,9.52,0.81
1932,6.543638889,117.9200278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/15/2017,20170815,10.8,12.75,302.97,302.78,302.21,297.77,305.54,1.21,2,-0.15,0.85,0,-3.846666667,2.99,10,4,16,6,4.68,2.56,15.5,2.01,-0.28,1.21,-5.28,2.48,-0.84,5,2.4,11,2,4.34,1.77,11.52,0.93
1933,6.552055556,117.9246944,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,7/28/2017,20170728,12,3.5,303.01,303.77,302.21,297.77,305.54,1.21,3,0.84,0.85,0,-3.846666667,2.99,10,4,16,6,4.68,2.56,15.5,2.01,0.71,1.21,-5.28,2.48,-0.84,5,2.4,11,2,4.34,1.77,11.52,0.93
1934,6.552083333,117.9356944,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,7/20/2017,20170720,11.5,3.25,303,304.83,302.21,297.77,305.54,1.21,3,1.9,0.85,0,-3.846666667,2.99,9,4,16,6,3.82,2.56,15.5,2.01,1.77,1.21,-5.28,2.48,-0.84,4,2.4,11,2,2.57,1.77,11.52,0.93
1935,6.562111111,117.9201667,Pacific,Central Indo-Pacific,Malaysia,Sabah,Beluran District,8/28/2017,20170828,12,11.5,302.84,303.22,302.21,297.77,305.54,1.21,3,0.24,0.85,0,-3.846666667,2.99,8,4,16,6,4.68,2.56,15.5,2.01,0.16,1.21,-5.28,2.48,-0.84,3,2.4,11,2,4.34,1.77,11.52,0.93
1936,6.701222222,116.3385556,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,8/11/2017,20170811,6,0.5,302.84,303.34,301.95,296.64,306.2,1.73,3,0.35,1.03,0,-3.678888889,3.31,23,6.21,26,8,8.2,3.79,23.14,2.96,-0.29,1.73,-7,2.55,-1.68,4,1.36,5,1,7.3,1.16,7.73,0.41
1937,6.702277778,116.3635278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,8/13/2017,20170813,9,0.75,302.83,303.21,301.94,296.17,306.48,1.74,3,0.23,1.04,0,-3.653333333,3.34,25,6.7,28,8,9.22,4.14,25.54,3.06,-0.44,1.74,-7.48,2.82,-1.69,4,1.31,5,0,7.13,1.09,7.32,0.34
1938,6.705138889,116.3205278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,11/23/2017,20171123,7,2.25,299.94,301.92,301.95,296.64,306.2,1.73,5,0,1.03,0,-3.678888889,3.31,25,6.21,26,8,4.45,3.79,23.14,2.96,-1.72,1.73,-7,2.55,-1.68,5,1.36,5,1,1.02,1.16,7.73,0.41
1939,6.706527778,116.3166944,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,8/12/2017,20170812,7,0.25,302.83,303.42,301.93,296.17,305.82,1.72,3,0.41,1.04,0,-3.657777778,3.15,19,5.86,26,8,9.48,3.52,18.77,3.03,-0.18,1.72,-7.42,2.22,-1.66,6,1.59,8,1,7.66,1.31,8.94,0.5
1940,6.706527778,116.3295278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,11/24/2017,20171124,7,2,299.94,301.92,301.95,296.64,306.2,1.73,5,0,1.03,0,-3.678888889,3.31,25,6.21,26,8,4.45,3.79,23.14,2.96,-1.72,1.73,-7,2.55,-1.68,5,1.36,5,1,1.02,1.16,7.73,0.41
1941,6.709666667,116.3234444,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,11/23/2017,20171123,4,0,299.9,302.11,301.91,296.33,306.2,1.69,5,0.22,0.98,0,-3.656666667,3.48,25,5.81,25,7,3.53,3.54,21.33,2.72,-1.44,1.69,-7.21,2.64,-1.63,4,1.23,5,0,0,1,6.12,0.35
1942,6.713861111,116.3347222,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,11/24/2017,20171124,5,0.5,299.9,302.11,301.91,296.33,306.2,1.69,5,0.22,0.98,0,-3.656666667,3.48,25,5.81,25,7,3.53,3.54,21.33,2.72,-1.44,1.69,-7.21,2.64,-1.63,4,1.23,5,0,0,1,6.12,0.35
1943,6.718222222,116.3594444,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,8/14/2017,20170814,6,0,302.84,303.35,301.91,296.33,306.2,1.69,3,0.39,0.98,0,-3.656666667,3.48,22,5.81,25,7,7.3,3.54,21.33,2.72,-0.2,1.69,-7.21,2.64,-1.63,4,1.23,5,0,6.13,1,6.12,0.35
1944,6.718277778,116.3595278,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,11/23/2017,20171123,4,0,299.9,302.11,301.91,296.33,306.2,1.69,5,0.22,0.98,0,-3.656666667,3.48,25,5.81,25,7,3.53,3.54,21.33,2.72,-1.44,1.69,-7.21,2.64,-1.63,4,1.23,5,0,0,1,6.12,0.35
1945,6.719861111,116.3408889,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,9/18/2017,20170918,6,0,302.55,304.05,301.91,296.33,306.2,1.69,3,1.21,0.98,0,-3.656666667,3.48,23,5.81,25,7,8.35,3.54,21.33,2.72,0.5,1.69,-7.21,2.64,-1.63,4,1.23,5,0,6.13,1,6.12,0.35
1946,6.720111111,116.3684167,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,8/12/2017,20170812,7,1,302.87,303.18,301.92,296.3,306.05,1.72,3,0.2,1.01,0,-3.685555556,3.41,22,6.17,24,7,9.7,3.82,23.39,2.84,-0.38,1.72,-7.25,2.49,-1.62,4,1.21,5,0,7.88,1.05,7.87,0.32
1947,6.721583333,116.3484167,Pacific,Central Indo-Pacific,Malaysia,Sabah,Mantanani Islands,9/18/2017,20170918,7,0.75,302.55,304.05,301.91,296.33,306.2,1.69,3,1.21,0.98,0,-3.656666667,3.48,23,5.81,25,7,8.35,3.54,21.33,2.72,0.5,1.69,-7.21,2.64,-1.63,4,1.23,5,0,6.13,1,6.12,0.35
